0, 0, Header, 1, 8, 96
1, 0, Start_track
1, 0, Tempo, 300000
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "BASS Ebass (MIDI)"
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 7, 100
2, 0, Pitch_bend_c, 0, 8192
2, 0, Control_c, 0, 101, 0
2, 0, Control_c, 0, 100, 0
2, 0, Control_c, 0, 6, 12
2, 0, Control_c, 0, 10, 64
2, 0, Control_c, 0, 7, 100
2, 0, Pitch_bend_c, 0, 8192
2, 0, Program_c, 0, 0
2, 0, Note_on_c, 0, 50, 110
2, 95, Note_off_c, 0, 50, 0
2, 96, Note_on_c, 0, 50, 110
2, 143, Note_off_c, 0, 50, 0
2, 144, Note_on_c, 0, 50, 110
2, 239, Note_off_c, 0, 50, 0
2, 240, Note_on_c, 0, 50, 110
2, 287, Note_off_c, 0, 50, 0
2, 288, Note_on_c, 0, 50, 110
2, 383, Note_off_c, 0, 50, 0
2, 384, Note_on_c, 0, 50, 110
2, 431, Note_off_c, 0, 50, 0
2, 432, Note_on_c, 0, 50, 110
2, 479, Note_off_c, 0, 50, 0
2, 480, Note_on_c, 0, 50, 110
2, 527, Note_off_c, 0, 50, 0
2, 528, Note_on_c, 0, 50, 110
2, 575, Note_off_c, 0, 50, 0
2, 576, Note_on_c, 0, 50, 110
2, 671, Note_off_c, 0, 50, 0
2, 672, Note_on_c, 0, 50, 110
2, 719, Note_off_c, 0, 50, 0
2, 720, Note_on_c, 0, 50, 110
2, 815, Note_off_c, 0, 50, 0
2, 816, Note_on_c, 0, 50, 110
2, 863, Note_off_c, 0, 50, 0
2, 864, Note_on_c, 0, 50, 110
2, 959, Note_off_c, 0, 50, 0
2, 960, Note_on_c, 0, 50, 110
2, 1007, Note_off_c, 0, 50, 0
2, 1008, Note_on_c, 0, 50, 110
2, 1055, Note_off_c, 0, 50, 0
2, 1056, Note_on_c, 0, 50, 100
2, 1103, Note_off_c, 0, 50, 64
2, 1104, Note_on_c, 0, 50, 110
2, 1151, Note_off_c, 0, 50, 0
2, 1152, Note_on_c, 0, 50, 110
2, 1247, Note_off_c, 0, 50, 0
2, 1248, Note_on_c, 0, 50, 110
2, 1295, Note_off_c, 0, 50, 0
2, 1296, Note_on_c, 0, 50, 110
2, 1391, Note_off_c, 0, 50, 0
2, 1392, Note_on_c, 0, 50, 110
2, 1439, Note_off_c, 0, 50, 0
2, 1440, Note_on_c, 0, 50, 110
2, 1535, Note_off_c, 0, 50, 0
2, 1536, Note_on_c, 0, 50, 110
2, 1583, Note_off_c, 0, 50, 0
2, 1584, Note_on_c, 0, 50, 110
2, 1631, Note_off_c, 0, 50, 0
2, 1632, Note_on_c, 0, 50, 100
2, 1679, Note_off_c, 0, 50, 64
2, 1680, Note_on_c, 0, 50, 110
2, 1727, Note_off_c, 0, 50, 0
2, 1728, Note_on_c, 0, 50, 110
2, 1823, Note_off_c, 0, 50, 0
2, 1824, Note_on_c, 0, 50, 110
2, 1871, Note_off_c, 0, 50, 0
2, 1872, Note_on_c, 0, 50, 110
2, 1967, Note_off_c, 0, 50, 0
2, 1968, Note_on_c, 0, 50, 110
2, 2015, Note_off_c, 0, 50, 0
2, 2016, Note_on_c, 0, 50, 110
2, 2111, Note_off_c, 0, 50, 0
2, 2112, Note_on_c, 0, 50, 110
2, 2159, Note_off_c, 0, 50, 0
2, 2160, Note_on_c, 0, 50, 110
2, 2207, Note_off_c, 0, 50, 0
2, 2208, Note_on_c, 0, 50, 100
2, 2255, Note_off_c, 0, 50, 64
2, 2256, Note_on_c, 0, 50, 100
2, 2303, Note_off_c, 0, 50, 64
2, 2304, Note_on_c, 0, 50, 110
2, 2399, Note_off_c, 0, 50, 0
2, 2400, Note_on_c, 0, 50, 110
2, 2447, Note_off_c, 0, 50, 0
2, 2448, Note_on_c, 0, 50, 110
2, 2543, Note_off_c, 0, 50, 0
2, 2544, Note_on_c, 0, 48, 110
2, 2591, Note_off_c, 0, 48, 0
2, 2592, Note_on_c, 0, 46, 110
2, 2687, Note_off_c, 0, 46, 0
2, 2688, Note_on_c, 0, 46, 110
2, 2735, Note_off_c, 0, 46, 0
2, 2736, Note_on_c, 0, 46, 110
2, 2831, Note_off_c, 0, 46, 0
2, 2832, Note_on_c, 0, 46, 110
2, 2879, Note_off_c, 0, 46, 0
2, 2880, Note_on_c, 0, 45, 110
2, 2975, Note_off_c, 0, 45, 0
2, 2976, Note_on_c, 0, 45, 110
2, 3023, Note_off_c, 0, 45, 0
2, 3024, Note_on_c, 0, 45, 110
